record_index	shape_value	delta_value	shape	shape_2bit_bytes	phrase_plain
8022	11383808	0	[5 3 3 3 2]	overflow_word_gt4	preparado carne picada pollo pavo
8023	11383808	0	[5 3 3 3 2]	overflow_word_gt4	qitagrasa cocina limon tenn kml
8024	11383808	0	[5 3 3 3 2]	overflow_word_gt4	cracker salado gran pavesi eng
8025	11383936	128	[5 3 3 3 2 2]	overflow_word_gt4	carrefour comida humeda perro buey lig
8026	11383936	0	[5 3 3 3 2 2]	overflow_word_gt4	carrefour comida humeda perro buey lig
8027	11384138	202	[5 3 3 3 2 5 1 2]	overflow_word_gt4	azucarera panela azucar moreno cana integral p kg
8028	11384138	0	[5 3 3 3 2 5 1 2]	overflow_word_gt4	azucarera panela azucar moreno cana integral p kg
8029	11384320	182	[5 3 3 3 3]	overflow_word_gt4	preparado carne picada vacuno cerdo
8030	11384320	0	[5 3 3 3 3]	overflow_word_gt4	cartucho tinta kodak hp3 negro
8031	11384448	128	[5 3 3 3 3 2]	overflow_word_gt4	8hisk3 dewar 8hite label escoce 1l
8032	11384448	0	[5 3 3 3 3 2]	overflow_word_gt4	cocktail fruto secos salado borge xag
8033	11384464	16	[5 3 3 3 3 2 2]	overflow_word_gt4	carrefour comida humeda perro adulto buey ng
8034	11384482	18	[5 3 3 3 3 2 4 2]	overflow_word_gt4	cocktail fruto secos crudo borge sin gluten fug
8035	11384482	0	[5 3 3 3 3 2 4 2]	overflow_word_gt4	cocktail fruto secos crudo borge sin gluten fug
8036	11384530	48	[5 3 3 3 3 3 2 2]	overflow_word_gt4	johnson bab3 talco dulce suenos bebes bote xag
8037	11384592	62	[5 3 3 3 3 4 2]	overflow_word_gt4	brand3 jere6 carlo iii solera reserva vec
8038	11384656	64	[5 3 3 3 3 5 2]	overflow_word_gt4	enjuague bucal sabor fruto rojos listerine kml
8039	11384960	304	[5 3 3 3 4 2]	overflow_word_gt4	brand3 jere6 magno solera reserva 1l
8040	11384960	0	[5 3 3 3 4 2]	overflow_word_gt4	brand3 jere6 magno solera reserva 1l
8041	11384960	0	[5 3 3 3 4 2]	overflow_word_gt4	cocktail fruto secos pelado frumesa xag
8042	11384960	0	[5 3 3 3 4 2]	overflow_word_gt4	cocktail fruto secos frit ravich 1k
8043	11384960	0	[5 3 3 3 4 2]	overflow_word_gt4	brand3 jere6 magno solera reserva vec
8044	11384960	0	[5 3 3 3 4 2]	overflow_word_gt4	brand3 jere6 magno solera reserva 1l
8045	11384960	0	[5 3 3 3 4 2]	overflow_word_gt4	cerchar licor crema orujo botella vec
8046	11385044	84	[5 3 3 3 4 3 2 4]	overflow_word_gt4	chocolate negro vesin azucar anadido valor sin gluten
8047	11385168	124	[5 3 3 3 4 5 2]	overflow_word_gt4	brand3 jere6 solera gran reserva convidado baco
8048	11385208	40	[5 3 3 3 4 5 7]	overflow_word_gt4	mejillon chile cocido media concha hacendado ultracongela
8049	11385344	136	[5 3 3 3 5]	overflow_word_gt4	sucedaneo caviar negro ubago caviartic
8050	11385680	336	[5 3 3 3 5 5 2]	overflow_word_gt4	mermelade mango fruta pasion carrefour seleccion vug
8051	11385682	2	[5 3 3 3 5 5 2 2]	overflow_word_gt4	preparado carne picada pollo ecologica carrefour bio gag
8052	11385754	72	[5 3 3 3 5 6 3 2]	overflow_word_gt4	diadermine lift crema facial antiarruga hialuronico tarro boml
8053	11385792	38	[5 3 3 3 5 7]	overflow_word_gt4	mejillon chile entero cocido hacendado ultracongela
8054	11385984	192	[5 3 3 3 6 2]	overflow_word_gt4	johnson locion dulce suenos dosificador kml
8055	11385984	0	[5 3 3 3 6 2]	overflow_word_gt4	johnson locion dulce suenos dosificador kml
8056	11387536	1552	[5 3 3 4 1 2 2]	overflow_word_gt4	brand3 torre solera reserva 5 anos vec
8057	11387904	368	[5 3 3 4 2]	overflow_word_gt4	freixenet carta nevada semiseco cava
8058	11387904	0	[5 3 3 4 2]	overflow_word_gt4	mermelada fresa vieja fabrica asg
8059	11387904	0	[5 3 3 4 2]	overflow_word_gt4	pandilla sabor qeso cheetos vig
8060	11387904	0	[5 3 3 4 2]	overflow_word_gt4	aquarius sabor limon botella ll
8061	11387904	0	[5 3 3 4 2]	overflow_word_gt4	morcilla wagyu santa rosalia ig
8062	11387904	0	[5 3 3 4 2]	overflow_word_gt4	asturiana judion cocido frasco asg
8063	11387904	0	[5 3 3 4 2]	overflow_word_gt4	cerchar licor hierba botella vec
8064	11387904	0	[5 3 3 4 2]	overflow_word_gt4	mermelada fresa vieja fabrica asg
8065	11387904	0	[5 3 3 4 2]	overflow_word_gt4	tortilla trigo fajita mexifood 8ud
8066	11387904	0	[5 3 3 4 2]	overflow_word_gt4	asturiana leche entera botella ll
8067	11387904	0	[5 3 3 4 2]	overflow_word_gt4	tortilla trigo durum mission 6ud
8068	11387904	0	[5 3 3 4 2]	overflow_word_gt4	asturiana judion cocido frasco asg
8069	11387904	0	[5 3 3 4 2]	overflow_word_gt4	cerchar licor hierba botella vec
8070	11387904	0	[5 3 3 4 2]	overflow_word_gt4	pandilla sabor qeso cheetos vig
8071	11387904	0	[5 3 3 4 2]	overflow_word_gt4	mermelada tomate vieja fabrica asg
8072	11388032	128	[5 3 3 4 2 2]	overflow_word_gt4	pringle patata frita original tubo afg
8073	11388032	0	[5 3 3 4 2 2]	overflow_word_gt4	aldanondo qeso oveja madurado cuna 6g
8074	11388032	0	[5 3 3 4 2 2]	overflow_word_gt4	pringle patata frita original tubo afg
8075	11388048	16	[5 3 3 4 2 2 2]	overflow_word_gt4	exfoliante suave arro6 arandalo bio nive viml
8076	11388048	0	[5 3 3 4 2 2 2]	overflow_word_gt4	exfoliante suave arro6 arandalo bio nive viml
8077	11388176	128	[5 3 3 4 2 4 2]	overflow_word_gt4	cacahuetes salado frit ravich sin gluten xag
8078	11388416	240	[5 3 3 4 3]	overflow_word_gt4	cartucho tinta kodak hp31 negro
8079	11388416	0	[5 3 3 4 3]	overflow_word_gt4	brand3 jere6 solera reserva magno
8080	11388416	0	[5 3 3 4 3]	overflow_word_gt4	rotuladore alpino colore pastel 6uds
8081	11388544	128	[5 3 3 4 3 2]	overflow_word_gt4	dulcinea fideos colore decorar bolsa jug
8082	11388587	43	[5 3 3 4 3 2 5 3]	overflow_word_gt4	johnson bab3 jabon liqido manos pure protect ninos
8083	11388608	21	[5 3 3 4 3 3]	overflow_word_gt4	limpiador plata metale bosqe verde crema
8084	11388608	0	[5 3 3 4 3 3]	overflow_word_gt4	limpiador plata metale bosqe verde crema
8085	11388698	90	[5 3 3 4 3 4 3 2]	overflow_word_gt4	aperitivo patata sabor original gurma chips surf sin
8086	11389056	358	[5 3 3 4 4 2]	overflow_word_gt4	horchata chufa chufi original botella 1l
8087	11389440	384	[5 3 3 4 5]	overflow_word_gt4	cartucho tinta kodak hp22 tricolor
8088	11389440	0	[5 3 3 4 5]	overflow_word_gt4	chocolate leche choco biscuit cadbur3
8089	11389568	128	[5 3 3 4 5 2]	overflow_word_gt4	picatoste frito sabor clasico carrefour vig
8090	11389568	0	[5 3 3 4 5 2]	overflow_word_gt4	brand3 jere6 solera reserva convidado baco
8091	11391578	2010	[5 3 3 5 1 1 3 2]	overflow_word_gt4	monster green bebida energetica p 4 latas boc
8092	11391578	0	[5 3 3 5 1 1 3 2]	overflow_word_gt4	monster green bebida energetica p 4 latas boc
8093	11392000	422	[5 3 3 5 2]	overflow_word_gt4	almendra frita salada carrefour xag
8094	11392000	0	[5 3 3 5 2]	overflow_word_gt4	almendra frita salada carrefour xag
8095	11392128	128	[5 3 3 5 2 2]	overflow_word_gt4	cocktail fruto secos ecologicos pano pog
8096	11392320	192	[5 3 3 5 2 5]	overflow_word_gt4	cartucho tinta kodak cl541 7l tricolor
8097	11392512	192	[5 3 3 5 3]	overflow_word_gt4	chocolate leche valor almendra entera
8098	11392512	0	[5 3 3 5 3]	overflow_word_gt4	chocolate leche valor almendra entera
8099	11393152	640	[5 3 3 5 4 2]	overflow_word_gt4	bonduelle judias verde troceadas frasco fag
8100	11393168	16	[5 3 3 5 4 2 2]	overflow_word_gt4	azucarera azucar moreno integral terrone caja kg
8101	11393197	29	[5 3 3 5 4 2 5 5]	overflow_word_gt4	cracker minis qeso emmental semilla lino ecologicos carrefour
8102	11393232	35	[5 3 3 5 4 3 2]	overflow_word_gt4	conchita patata sabor ketchup jumper vidal acg
8103	11393251	19	[5 3 3 5 4 3 4 3]	overflow_word_gt4	chocolate leche bites cadbur3 relleno sabor vainilla trozo
8104	11393280	29	[5 3 3 5 4 4]	overflow_word_gt4	aceitudas estilo casera hacendado partida alinadas
8105	11393325	45	[5 3 3 5 4 4 5 5]	overflow_word_gt4	cracker minis qeso emmental semilla calabaza ecologicos carrefour
8106	11393364	39	[5 3 3 5 4 5 2 4]	overflow_word_gt4	aperitivo patata sabor ketchup apetinas tosfrit sin gluten
8107	11393387	23	[5 3 3 5 4 5 5 3]	overflow_word_gt4	gillette venus snap maqinilla afeitar recambio blister 2uds
8108	11393536	149	[5 3 3 5 5]	overflow_word_gt4	cartucho tinta kodak hp351 tricolor
8109	11393680	144	[5 3 3 5 5 2 2]	overflow_word_gt4	cracker qesos tomate ecologicos carrefour bio xag
8110	11396224	2544	[5 3 3 6 2 2]	overflow_word_gt4	8hisk3 jack daniel tennessee fire vec
8111	11396224	0	[5 3 3 6 2 2]	overflow_word_gt4	8hisk3 jack daniel tennessee fire vec
8112	11399936	3712	[5 3 3 7 1 4]	overflow_word_gt4	melatonina dulce suenos ph3tofarma uq capsula
8113	11400704	768	[5 3 3 7 3]	overflow_word_gt4	cartucho tinta kodak t711t89 negro
8114	11401344	640	[5 3 3 7 4 2]	overflow_word_gt4	enjuague bucal perio clorhexidina oraldine yaml
8115	11403264	1920	[5 3 4]	overflow_word_gt4	redecilla negra deliplu
8116	11403264	0	[5 3 4]	overflow_word_gt4	vermouth bianco martini
8117	11403264	0	[5 3 4]	overflow_word_gt4	salteado setas laminada
8118	11403264	0	[5 3 4]	overflow_word_gt4	chocolate leche lindt
8119	11403264	0	[5 3 4]	overflow_word_gt4	refresco fanta naranja
8120	11403264	0	[5 3 4]	overflow_word_gt4	redecilla negra deliplu
8121	11403264	0	[5 3 4]	overflow_word_gt4	longaniza magro fresca
8122	11403264	0	[5 3 4]	overflow_word_gt4	costilla cerdo carnosa
8123	11408384	5120	[5 3 4 1 2]	overflow_word_gt4	azucarera azucar blanco p 1k
8124	11411456	3072	[5 3 4 2]	overflow_word_gt4	torre6no soria hoguera wug
8125	11411456	0	[5 3 4 2]	overflow_word_gt4	chocolate leche lindt agg
8126	11411456	0	[5 3 4 2]	overflow_word_gt4	tortilla patata cebolla lig
8127	11411456	0	[5 3 4 2]	overflow_word_gt4	sacapunta doble fuss3 1ud
8128	11411456	0	[5 3 4 2]	overflow_word_gt4	horqilla negra ponette bud
8129	11411456	0	[5 3 4 2]	overflow_word_gt4	escalopin jamon bandeja yag
8130	11411456	0	[5 3 4 2]	overflow_word_gt4	solomillo pollo bandeja asg
8131	11411456	0	[5 3 4 2]	overflow_word_gt4	tortilla patata espinaca lig
8132	11411456	0	[5 3 4 2]	overflow_word_gt4	tortilla patata cebolla 1k
8133	11411456	0	[5 3 4 2]	overflow_word_gt4	chocolate leche lindt agg
8134	11411456	0	[5 3 4 2]	overflow_word_gt4	tortilla patata espinaca ecg
8135	11411456	0	[5 3 4 2]	overflow_word_gt4	chocolate leche lindt agg
8136	11412480	1024	[5 3 4 2 2]	overflow_word_gt4	johnson bab3 champu bote kml
8137	11412480	0	[5 3 4 2 2]	overflow_word_gt4	aquarius sabor naranja lata vc
8138	11413120	640	[5 3 4 2 3 2]	overflow_word_gt4	chocolate leche chips ahoy milka acg
8139	11413120	0	[5 3 4 2 3 2]	overflow_word_gt4	toblerone helado bombon caja 4uds eg
8140	11413200	80	[5 3 4 2 3 3 2]	overflow_word_gt4	aceitudas negra cacerena sin hueso serpi jug
8141	11413200	0	[5 3 4 2 3 3 2]	overflow_word_gt4	aceitudas negra cacerena sin hueso serpi jug
8142	11413632	432	[5 3 4 2 4 2]	overflow_word_gt4	fondant azucar blanco dr oetker lig
8143	11413632	0	[5 3 4 2 4 2]	overflow_word_gt4	croqetas jamon fridela sin gluten lg
8144	11413656	24	[5 3 4 2 4 2 3]	overflow_word_gt4	agropigen tomate ensalada bio bandeja 1k apro7
8145	11414016	360	[5 3 4 2 5]	overflow_word_gt4	preparado polvo gelatina pina hacendado
8146	11415552	1536	[5 3 4 3]	overflow_word_gt4	solomillo cerdo marinado romero
8147	11415552	0	[5 3 4 3]	overflow_word_gt4	preparado polvo natilla royal
8148	11415552	0	[5 3 4 3]	overflow_word_gt4	solomillo cerdo marinado setas
8149	11415552	0	[5 3 4 3]	overflow_word_gt4	renovador suelos bosqe verde
8150	11416576	1024	[5 3 4 3 2]	overflow_word_gt4	preparado flane natilla pota7 wog
8151	11416576	0	[5 3 4 3 2]	overflow_word_gt4	qitagrasa aroma citrico kh7 pml
8152	11416576	0	[5 3 4 3 2]	overflow_word_gt4	pimenton dulce nuestra tierra veg
8153	11416730	154	[5 3 4 3 2 2 3 2]	overflow_word_gt4	brekkies excel alimento gatos mi7 buey bolsa lk
8154	11416848	118	[5 3 4 3 2 4 2]	overflow_word_gt4	chocolate negro nestle dolca sin gluten acg
8155	11416848	0	[5 3 4 3 2 4 2]	overflow_word_gt4	chocolate negro nestle dolca sin gluten acg
8156	11416848	0	[5 3 4 3 2 4 2]	overflow_word_gt4	chocolate leche nestle dolca sin gluten acg
8157	11416848	0	[5 3 4 3 2 4 2]	overflow_word_gt4	chocolate negro nestle dolca sin gluten acg
8158	11417216	368	[5 3 4 3 3 2]	overflow_word_gt4	chocolate leche relleno oreo milka acg
8159	11417216	0	[5 3 4 3 3 2]	overflow_word_gt4	chocolate leche relleno oreo milka acg
8160	11417266	50	[5 3 4 3 3 2 6 2]	overflow_word_gt4	palmolive jabon liqido manos leche miel dosificador liml
8161	11417360	94	[5 3 4 3 3 4 2]	overflow_word_gt4	brand3 jere6 lepanto solera gran reserva vec
8162	11417363	3	[5 3 4 3 3 4 2 3]	overflow_word_gt4	brekkies excel alimento gatos sabor salmon atud bolsa
8163	11417378	15	[5 3 4 3 3 4 4 2]	overflow_word_gt4	solomillo cerdo iberico salsa pasas cebolla gratene nug
8164	11417728	350	[5 3 4 3 4 2]	overflow_word_gt4	enjuague bucal triple action colgate kml
8165	11417728	0	[5 3 4 3 4 2]	overflow_word_gt4	limpiador metale algodon magico stark acg
8166	11417931	203	[5 3 4 3 4 5 1 3]	overflow_word_gt4	smoothie mango maracuya banana manzana ecologico be green
8167	11417936	5	[5 3 4 3 4 5 2]	overflow_word_gt4	aperitivo patata japanese bbq tereyaki pringle ibg
8168	11418112	176	[5 3 4 3 5]	overflow_word_gt4	preparado polvo gelatina fresa hacendado
8169	11418240	128	[5 3 4 3 5 2]	overflow_word_gt4	aceitudas negra cacerena hueso carrefour kg
8170	11418240	0	[5 3 4 3 5 2]	overflow_word_gt4	aceitudas negra cacerena hueso carrefour xag
8171	11418240	0	[5 3 4 3 5 2]	overflow_word_gt4	chocolate negro relleno menta carrefour acg
8172	11418264	24	[5 3 4 3 5 2 3]	overflow_word_gt4	entrecot anojo calidad origen carrefour lig apro7
8173	11418320	56	[5 3 4 3 5 3 2]	overflow_word_gt4	brekkies excel alimento perro classic bolsa 4k
8174	11418843	523	[5 3 4 3 6 3 3 3]	overflow_word_gt4	ballerina bayeta amarilla super absorbente extra suave bolsa
8175	11420425	1582	[5 3 4 4 1 4 1 1]	overflow_word_gt4	aceitudas verde rellena anchoa el torreon p 3
8176	11420672	247	[5 3 4 4 2]	overflow_word_gt4	aquarius sabor naranja botella ll
8177	11420672	0	[5 3 4 4 2]	overflow_word_gt4	reparador madera normal pronto acml
8178	11420672	0	[5 3 4 4 2]	overflow_word_gt4	croqetas jamon iberico cocinera yag
8179	11420672	0	[5 3 4 4 2]	overflow_word_gt4	marcadore fluor stabilo swing cool
8180	11420672	0	[5 3 4 4 2]	overflow_word_gt4	marcadore fluor stabilo swing cool
8181	11420672	0	[5 3 4 4 2]	overflow_word_gt4	pepinillo sabor anchoa rioverde otg
8182	11420672	0	[5 3 4 4 2]	overflow_word_gt4	croqetas jamon iberico cocinera yag
8183	11420944	272	[5 3 4 4 2 4 2]	overflow_word_gt4	tortilla trigo 8raps mexifood sin lactosa 6ud
8184	11421184	240	[5 3 4 4 3]	overflow_word_gt4	pegamento barra priitt stick iuds
8185	11421312	128	[5 3 4 4 3 2]	overflow_word_gt4	krissia surimi fresco rallado envase agg
8186	11421312	0	[5 3 4 4 3 2]	overflow_word_gt4	aceitudas verde rellena anchoa serpi jug
8187	11421312	0	[5 3 4 4 3 2]	overflow_word_gt4	cal3pso rela7 esponja vegetal envase 1ud
8188	11421408	96	[5 3 4 4 3 3 4]	overflow_word_gt4	limpiador mueble jabonoso bosqe verde madera tratada
8189	11421410	2	[5 3 4 4 3 3 4 2]	overflow_word_gt4	aceitudas verde rellena anchoa sabor suave espanola fug
8190	11421417	7	[5 3 4 4 3 3 5 1]	overflow_word_gt4	aceitudas verde rellena anchoa nueva receta carrefour p
8191	11421771	354	[5 3 4 4 4 1 1 3]	overflow_word_gt4	aceitudas verde rellena anchoa espanola p 6 latas
8192	11421771	0	[5 3 4 4 4 1 1 3]	overflow_word_gt4	finister filete anchoa aceite girasol p 3 latas
8193	11421771	0	[5 3 4 4 4 1 1 3]	overflow_word_gt4	aceitudas verde rellena anchoa espanola p 3 latas
8194	11421824	53	[5 3 4 4 4 2]	overflow_word_gt4	aceitudas verde rellena anchoa espanola jug
8195	11421824	0	[5 3 4 4 4 2]	overflow_word_gt4	aceitudas verde rellena anchoa espanola jug
8196	11421840	16	[5 3 4 4 4 2 2]	overflow_word_gt4	pastoret yogur natural cremoso artesano vaso kg
8197	11421842	2	[5 3 4 4 4 2 2 2]	overflow_word_gt4	polident crema fijadora protesi dental tubo 27 cog
8198	11421922	80	[5 3 4 4 4 3 4 2]	overflow_word_gt4	lanjaron agua mineral natural botella tapon sport vc
8199	11422106	184	[5 3 4 4 4 6 3 2]	overflow_word_gt4	polident crema fijadora protesi dental proteccion encias tubo
8200	11422208	102	[5 3 4 4 5]	overflow_word_gt4	preparado polvo gelatina sandia hacendado
8201	11422281	73	[5 3 4 4 5 1 1 1]	overflow_word_gt4	aceitudas verde rellena anchoa carrefour p 3 ud
8202	11422498	217	[5 3 4 4 5 4 4 2]	overflow_word_gt4	pastoret yogur cremoso artesano melocoton maracuya tarrina agg
8203	11422546	48	[5 3 4 4 5 5 2 2]	overflow_word_gt4	cracker trigo espelta semilla ecologicos carrefour bio xag
8204	11422848	302	[5 3 4 4 6 2]	overflow_word_gt4	johnson bab3 champu camomila dosificador pml
8205	11422848	0	[5 3 4 4 6 2]	overflow_word_gt4	johnson bab3 champu camomila dosificador pml
8206	11423744	896	[5 3 4 5]	overflow_word_gt4	preparado paella azafran hacendado
8207	11423744	0	[5 3 4 5]	overflow_word_gt4	solomillo cerdo marinado congelado
8208	11423744	0	[5 3 4 5]	overflow_word_gt4	mermelada fresa monodosi hacendado
8209	11424768	1024	[5 3 4 5 2]	overflow_word_gt4	macarrone rayado vegetale carrefour kg
8210	11424768	0	[5 3 4 5 2]	overflow_word_gt4	preparado crema catalana carrefour jug
8211	11424896	128	[5 3 4 5 2 2]	overflow_word_gt4	azucarera azucar blanco azucaritos caja lig
8212	11424896	0	[5 3 4 5 2 2]	overflow_word_gt4	azucarera azucar blanco azucaritos caja lig
8213	11425280	384	[5 3 4 5 3]	overflow_word_gt4	estropajo fibra esponja sponte7 verde
8214	11425408	128	[5 3 4 5 3 2]	overflow_word_gt4	cacahuete suizo cubierto chocolate lacasa kg
8215	11425792	384	[5 3 4 5 4]	overflow_word_gt4	mejillone salsa vieira hacendado peqenos
8216	11425792	0	[5 3 4 5 4]	overflow_word_gt4	mejillone salsa vieira hacendado peqenos
8217	11426029	237	[5 3 4 5 4 3 5 5]	overflow_word_gt4	gillette venus swirl maqinilla afeitar mujer recambio blister
8218	11426448	419	[5 3 4 5 5 2 2]	overflow_word_gt4	chocolate negro naranja ecologico carrefour bio acg
8219	11436032	9584	[5 3 5]	overflow_word_gt4	macarron rayado hacendado
8220	11436032	0	[5 3 5]	overflow_word_gt4	picatoste frito hacendado
8221	11436032	0	[5 3 5]	overflow_word_gt4	8hisk3 escoce brodick
8222	11436032	0	[5 3 5]	overflow_word_gt4	cocktail rumba hacendado
8223	11436032	0	[5 3 5]	overflow_word_gt4	smoothie fresa hacendado
8224	11436032	0	[5 3 5]	overflow_word_gt4	garbanzo cocido hacendado
8225	11436032	0	[5 3 5]	overflow_word_gt4	jamoncito pollo congelado
8226	11436032	0	[5 3 5]	overflow_word_gt4	pimenton dulce hacendado
8227	11436032	0	[5 3 5]	overflow_word_gt4	cocktail rumba hacendado
8228	11436032	0	[5 3 5]	overflow_word_gt4	jamoncito pollo congelado
8229	11436032	0	[5 3 5]	overflow_word_gt4	horchata chufa hacendado
8230	11436032	0	[5 3 5]	overflow_word_gt4	garbanzo cocido hacendado
8231	11436032	0	[5 3 5]	overflow_word_gt4	napolitana crema hacendado
8232	11440128	4096	[5 3 5 1]	overflow_word_gt4	panecillo trigo integral n
8233	11440640	512	[5 3 5 1 1]	overflow_word_gt4	tortilla trigo carrefour 8 ud
8234	11442432	1792	[5 3 5 1 4 4]	overflow_word_gt4	mermelada fresa hacendado 1 azucares anadidos
8235	11444224	1792	[5 3 5 2]	overflow_word_gt4	croqetas pollo carrefour kg
8236	11444224	0	[5 3 5 2]	overflow_word_gt4	pimenton dulce carrefour pag
8237	11444224	0	[5 3 5 2]	overflow_word_gt4	carrefour comida periqitos 1k
8238	11444224	0	[5 3 5 2]	overflow_word_gt4	garbanzo cocido carrefour xag
8239	11444224	0	[5 3 5 2]	overflow_word_gt4	garbanzo cocido carrefour xag
8240	11444224	0	[5 3 5 2]	overflow_word_gt4	dolcesole azucar dulcesol 4ud
8241	11444224	0	[5 3 5 2]	overflow_word_gt4	mermelada limon roberson tug
8242	11444224	0	[5 3 5 2]	overflow_word_gt4	tartaleta fresa carrefour fug
8243	11444224	0	[5 3 5 2]	overflow_word_gt4	alcachofa bab3 carrefour lig
8244	11444224	0	[5 3 5 2]	overflow_word_gt4	jamoncito pollo congelado 1k
8245	11444224	0	[5 3 5 2]	overflow_word_gt4	sazonador fajita carrefour ng
8246	11444224	0	[5 3 5 2]	overflow_word_gt4	carrefour comida hamster cig
8247	11445248	1024	[5 3 5 2 2]	overflow_word_gt4	limpiamas bayeta ecologica rizo 1ud
8248	11445248	0	[5 3 5 2 2]	overflow_word_gt4	mermelada fresa temporada hero asg
8249	11445520	272	[5 3 5 2 2 4 2]	overflow_word_gt4	refresco limon carrefour gas zero botella 2l
8250	11445760	240	[5 3 5 2 3]	overflow_word_gt4	estrella lejia pastilla bote tuds
8251	11445760	0	[5 3 5 2 3]	overflow_word_gt4	estrella lejia pastilla bote tuds
8252	11445888	128	[5 3 5 2 3 2]	overflow_word_gt4	asturiana leche desnatada 1ml envase 1l
8253	11446032	144	[5 3 5 2 3 4 2]	overflow_word_gt4	refresco limon hacendado zero azucar fresh gas
8254	11446032	0	[5 3 5 2 3 4 2]	overflow_word_gt4	refresco limon hacendado zero azucar fresh gas
8255	11446272	240	[5 3 5 2 4]	overflow_word_gt4	borrador magico rozenbal 3ud surtido
8256	11446347	75	[5 3 5 2 4 1 1 3]	overflow_word_gt4	gillette fusion proglide gel afeitar 2 1 ocean
8257	11446400	53	[5 3 5 2 4 2]	overflow_word_gt4	refresco limon carrefour gas botella 2l
8258	11446400	0	[5 3 5 2 4 2]	overflow_word_gt4	refresco limon carrefour gas botella 2l
8259	11448320	1920	[5 3 5 3]	overflow_word_gt4	pegamento barra carrefour douds
8260	11448976	656	[5 3 5 3 1 2 2]	overflow_word_gt4	8hisk3 glen t3rell escoce 5 anos vec
8261	11449344	368	[5 3 5 3 2]	overflow_word_gt4	carrefour comida periqitos loros 1k
8262	11449472	128	[5 3 5 3 2 2]	overflow_word_gt4	mermelada fresa categoria extra hero gag
8263	11449472	0	[5 3 5 3 2 2]	overflow_word_gt4	garbanzo cocido ecologico pedro luis ixg
8264	11449472	0	[5 3 5 3 2 2]	overflow_word_gt4	monster bebida energetica rehab lata boc
8265	11449472	0	[5 3 5 3 2 2]	overflow_word_gt4	mermelada fresa categoria extra hero gag
8266	11449472	0	[5 3 5 3 2 2]	overflow_word_gt4	monster bebida energetica green lata boc
8267	11449472	0	[5 3 5 3 2 2]	overflow_word_gt4	monster bebida energetica green lata boc
8268	11449536	64	[5 3 5 3 2 3]	overflow_word_gt4	hermetico rosca plastico tata3 2l opaco
8269	11449536	0	[5 3 5 3 2 3]	overflow_word_gt4	hermetico rosca plastico tata3 1l opaco
8270	11449984	448	[5 3 5 3 3 2]	overflow_word_gt4	garbanzo cocido categoria extra luengo yag
8271	11449984	0	[5 3 5 3 3 2]	overflow_word_gt4	garbanzo cocido categoria extra luengo yag
8272	11450018	34	[5 3 5 3 3 2 4 2]	overflow_word_gt4	chocolate leche almendra entera valor sin gluten lig
8273	11450018	0	[5 3 5 3 3 2 4 2]	overflow_word_gt4	mermelada fresa categoria extra helios sin gluten edg
8274	11450256	238	[5 3 5 3 3 6 2]	overflow_word_gt4	johnson locion corporal dulce suenos dosificador kml
8275	11450368	112	[5 3 5 3 4]	overflow_word_gt4	enjuague bucal explosion action deliplu
8276	11450368	0	[5 3 5 3 4]	overflow_word_gt4	enjuague bucal explosion action deliplu
8277	11450368	0	[5 3 5 3 4]	overflow_word_gt4	refresco limon hacendado agua mineral
8278	11451008	640	[5 3 5 3 5 2]	overflow_word_gt4	chocolate negro almendra entera carrefour xag
8279	11451008	0	[5 3 5 3 5 2]	overflow_word_gt4	chocolate negro almendra entera carrefour xag
8280	11451008	0	[5 3 5 3 5 2]	overflow_word_gt4	chocolate negro almendra entera carrefour xag
8281	11451008	0	[5 3 5 3 5 2]	overflow_word_gt4	garbanzo cocido categoria extra carrefour yag
8282	11451189	181	[5 3 5 3 5 4 6 5]	overflow_word_gt4	gillette fusion proglide power maqinilla afeitar fle7ball blister
8283	11451189	0	[5 3 5 3 5 4 6 5]	overflow_word_gt4	gillette fusion proglide power maqinilla afeitar fle7ball blister
8284	11451224	35	[5 3 5 3 5 5 3]	overflow_word_gt4	gillette fusion proglide power recambio blister 4uds
8285	11453026	1802	[5 3 5 4 1 1 4 2]	overflow_word_gt4	chocolate leche extrafino nestle p 6 tableta agg
8286	11453026	0	[5 3 5 4 1 1 4 2]	overflow_word_gt4	chocolate leche extrafino nestle p 3 tableta agg
8287	11453026	0	[5 3 5 4 1 1 4 2]	overflow_word_gt4	chocolate leche extrafino nestle p 3 tableta agg
8288	11453216	190	[5 3 5 4 1 4 4]	overflow_word_gt4	chocolate negro hacendado fundir 1 azucares anadidos
8289	11453216	0	[5 3 5 4 1 4 4]	overflow_word_gt4	chocolate negro hacendado fundir 1 azucares anadidos
8290	11453440	224	[5 3 5 4 2]	overflow_word_gt4	refresco limon hacendado fresh gas
8291	11453440	0	[5 3 5 4 2]	overflow_word_gt4	horchata chufa carrefour botella 1l
8292	11453440	0	[5 3 5 4 2]	overflow_word_gt4	almendra molida carrefour tarrina xag
8293	11453440	0	[5 3 5 4 2]	overflow_word_gt4	asturiana leche desnatada botella ll
8294	11453440	0	[5 3 5 4 2]	overflow_word_gt4	puntilla cruda congelada delfin ifg
8295	11453440	0	[5 3 5 4 2]	overflow_word_gt4	asturiana leche desnatada botella ll
8296	11453440	0	[5 3 5 4 2]	overflow_word_gt4	puntilla cruda congelada delfin ifg
